Date,Open,High,Low,Close,Adj Close,Volume
06/04/2012,26540,26680,26260,26640,20554.65039,10289650
09/04/2012,26400,26600,26120,26340,20323.17969,8572600
10/04/2012,26280,26400,26140,26220,20230.5918,11176100
12/04/2012,25660,25980,25360,25460,19644.19531,25240650
13/04/2012,25300,25540,25200,25360,19567.04492,35409200
16/04/2012,25460,25520,25000,25180,19428.1582,15222400
17/04/2012,25020,25280,24820,24980,19273.83984,14552300
18/04/2012,25540,26040,25380,25860,19952.82813,17253750
19/04/2012,25840,26140,25780,26140,20168.86133,13156400
20/04/2012,25880,25940,25560,25640,19783.07813,9900550
23/04/2012,25380,25600,25240,25580,19736.78711,8388400
24/04/2012,25300,25720,25240,25660,19798.50781,13238350
25/04/2012,26080,26300,25860,26100,20138.00391,13821600
26/04/2012,26400,26800,26340,26800,20678.10156,16479500
27/04/2012,27100,27660,27020,27480,21202.77344,15905350
30/04/2012,27900,28180,27540,27800,21449.66992,15757100
02/05/2012,28200,28360,27980,28200,21758.30078,18420750
03/05/2012,28040,28200,27960,28020,21619.41602,10327050
04/05/2012,27500,27960,26980,27200,20986.73633,20484300
07/05/2012,26840,27060,26500,26840,20708.9668,18908450
08/05/2012,26960,27040,26780,26820,20693.53125,12048600
09/05/2012,26700,26960,26480,26620,20539.22266,12661700
10/05/2012,26580,26720,26440,26540,20477.49414,13145000
11/05/2012,26300,26460,26060,26060,20107.13867,13626400
14/05/2012,26100,26540,26080,26280,20276.88086,15092100
15/05/2012,26080,26400,26000,26220,20230.5918,15558100
16/05/2012,25960,26000,24560,24600,18980.64453,38488900
17/05/2012,24600,24860,24020,24460,18872.62305,33041100
18/05/2012,24080,24100,23300,23320,17993.0332,30023750
21/05/2012,23880,24320,23800,24180,18656.58789,23702750
22/05/2012,25100,25100,24540,24800,19134.96094,23830550
23/05/2012,24800,24800,23900,24420,18841.76367,16157100
24/05/2012,24260,24500,23960,24500,18903.49023,15251250
25/05/2012,24660,24920,24460,24500,18903.49023,10164250
29/05/2012,24240,24760,24120,24760,19104.09375,10815350
30/05/2012,24760,24800,24300,24520,18918.91797,12653250
31/05/2012,24260,24260,23840,24220,18687.44141,22106900
01/06/2012,24260,24740,23980,24660,19026.93945,13554450
04/06/2012,23960,24100,23840,23920,18455.97656,18068750
05/06/2012,24020,24180,23860,24060,18563.99805,12848900
07/06/2012,24780,25300,24660,25300,19520.74609,20928350
08/06/2012,25500,25500,24900,24940,19242.98242,9956350
11/06/2012,25440,25500,25320,25360,19567.04492,9906200
12/06/2012,24920,25200,24900,25100,19366.42969,8805200
13/06/2012,25320,25480,25120,25420,19613.33594,9572600
14/06/2012,25380,25420,25120,25220,19459.02539,21995050
15/06/2012,25000,25200,24280,24340,18780.03906,30404200
18/06/2012,24800,25140,24680,24860,19181.25,17608150
19/06/2012,24900,24940,24440,24880,19196.6875,14839400
20/06/2012,24980,25300,24900,25040,19320.14063,13237700
21/06/2012,24680,24840,24520,24540,18934.35547,12753750
22/06/2012,23780,24040,23600,23640,18239.9375,31294350
25/06/2012,23420,23560,22560,22640,17468.36523,41318100
26/06/2012,22660,22980,22580,22780,17576.38281,25283500
27/06/2012,22800,23540,22600,23340,18008.4668,23542000
28/06/2012,23340,23600,23060,23360,18031.61914,10398350
29/06/2012,23340,24020,23060,24020,18541.08008,18604450
02/07/2012,24160,24180,23420,23480,18124.25,19106750
03/07/2012,23640,23860,23400,23500,18139.6875,15801550
04/07/2012,23640,23940,23560,23820,18386.69922,19158750
05/07/2012,23740,23880,23540,23700,18294.06641,9068550
06/07/2012,23880,23880,23060,23220,17923.55273,21158900
09/07/2012,22700,22760,22520,22520,17383.22852,21282300
10/07/2012,22700,22840,22420,22540,17398.66602,17720700
11/07/2012,22580,22660,22160,22360,17259.7207,18001300
12/07/2012,22420,22520,21820,21820,16842.88672,24858600
13/07/2012,21920,22880,21820,22780,17583.91602,27070750
16/07/2012,22900,23100,22660,23040,17784.61328,15261950
17/07/2012,22960,23560,22720,23360,18031.61914,15885300
18/07/2012,23580,23700,22760,23080,17815.49219,14618050
19/07/2012,23600,24040,23440,23900,18448.44336,24847100
20/07/2012,24040,24060,23820,23820,18386.69922,11992100
23/07/2012,23300,23400,23100,23240,17938.99219,12844350
24/07/2012,23300,23500,23180,23400,18062.50195,14598050
25/07/2012,23060,23440,22780,23160,17877.24414,13609850
26/07/2012,23380,23480,23200,23440,18093.37891,13654750
27/07/2012,23900,24660,23820,24660,19035.09375,26686200
30/07/2012,25200,25560,25020,25500,19683.49805,19113350
31/07/2012,25600,26680,25500,26180,20208.39258,33735650
01/08/2012,25840,26300,25660,26000,20069.44336,19039100
02/08/2012,26000,26080,25220,25260,19498.23828,15951250
03/08/2012,24800,25340,24760,24860,19189.47266,15582650
06/08/2012,25700,26100,25640,25960,20038.5625,12289150
07/08/2012,26060,26080,25680,25880,19976.82227,10258400
08/08/2012,26120,26560,26020,26400,20378.20898,19459150
09/08/2012,26420,26960,26360,26800,20686.96484,30612650
10/08/2012,26700,26960,26600,26960,20810.46875,14733250
13/08/2012,26840,26940,26460,26500,20455.39258,9891050
14/08/2012,26520,27000,26520,26900,20764.1582,14396850
16/08/2012,27080,27100,26760,26900,20764.1582,14824150
17/08/2012,26880,26900,25720,25900,19992.25,27642800
20/08/2012,25400,25660,25100,25660,19806.99219,19944800
21/08/2012,25840,26040,25640,25640,19791.55859,15315200
22/08/2012,25380,25620,25140,25280,19513.67383,16031200
23/08/2012,25220,25740,24980,25740,19868.75195,13857750
24/08/2012,25400,25740,25280,25500,19683.49805,14077200
27/08/2012,23780,24060,23460,23600,18216.88086,63803450
28/08/2012,23720,24180,23600,23900,18448.44336,27767400
29/08/2012,24180,24700,24140,24600,18988.7832,23415550
30/08/2012,24560,24580,24040,24300,18757.21094,16211400
31/08/2012,24220,24680,24140,24660,19035.09375,20301300
03/09/2012,24400,24700,24020,24360,18803.52344,13903800
04/09/2012,24380,24560,24200,24360,18803.52344,9916550
05/09/2012,24100,24240,23780,23780,18355.82227,17381950
06/09/2012,24000,24060,23860,23920,18463.88867,12373750
07/09/2012,24600,25020,24400,25000,19297.54492,25512400
10/09/2012,25200,25280,25000,25000,19297.54492,15883700
11/09/2012,24800,25300,24640,25120,19390.17188,9890800
12/09/2012,25360,25900,25180,25880,19976.82227,18473250
13/09/2012,25980,26100,25620,26020,20084.87891,19489950
14/09/2012,26600,26780,26540,26720,20625.21289,24872500
17/09/2012,26720,26720,26240,26300,20301.01563,14896000
18/09/2012,26280,26720,26160,26300,20301.01563,11232300
19/09/2012,26120,26460,25960,26280,20285.57617,12114550
20/09/2012,25860,26100,25680,25740,19868.75195,14199800
21/09/2012,26000,26140,25900,26040,20100.31836,14913400
24/09/2012,26000,26560,25840,26540,20486.27344,13195450
25/09/2012,26200,26680,26200,26540,20486.27344,11348000
26/09/2012,26260,26500,26120,26500,20455.39258,12054550
27/09/2012,26540,26840,26460,26760,20656.0957,14541600
28/09/2012,27180,27200,26780,26920,20779.58984,17906350
02/10/2012,27080,27420,27040,27380,21134.66797,13376250
04/10/2012,27020,27460,26780,27340,21103.78906,19127200
05/10/2012,27740,27800,27040,27400,21150.10547,17828800
08/10/2012,27500,27580,27200,27460,21196.41992,12037600
09/10/2012,27260,27620,27260,27440,21180.98438,8788650
10/10/2012,27060,27200,26500,26500,20455.39258,12976700
11/10/2012,26200,26400,25740,26080,20131.19141,23779850
12/10/2012,26100,26240,25760,25920,20007.69336,14977250
15/10/2012,25920,26240,25740,26000,20069.44336,10334000
16/10/2012,26520,26620,26300,26600,20532.58203,10671300
17/10/2012,26840,26920,26320,26720,20625.21289,8984550
18/10/2012,26720,26820,26560,26740,20640.65234,10498450
19/10/2012,26460,26500,25980,26040,20100.31836,13969950
22/10/2012,25540,26340,25520,26300,20301.01563,11741150
23/10/2012,26380,26440,26040,26260,20270.13672,9253550
24/10/2012,25940,26180,25780,26000,20069.44336,13454500
25/10/2012,25920,26440,25820,26440,20409.08398,11881100
26/10/2012,26120,26240,25740,25740,19868.75195,13793850
29/10/2012,25960,25980,25580,25980,20054.00977,11448050
30/10/2012,25980,26080,25840,25960,20038.5625,6643850
31/10/2012,26120,26240,25980,26200,20223.82422,10604850
01/11/2012,25900,26040,25800,25940,20023.12891,10455600
02/11/2012,26380,26660,26260,26540,20486.27344,18521400
05/11/2012,26560,26980,26400,26820,20702.4043,13062050
06/11/2012,26980,26980,26640,26980,20825.9082,8981800
07/11/2012,26860,27240,26700,27240,21026.60352,9676400
08/11/2012,26960,27140,26820,27000,20841.3418,15326600
09/11/2012,26700,27020,26520,26820,20702.4043,14550300
12/11/2012,26620,26940,26620,26900,20764.1582,6959250
13/11/2012,26940,26980,26520,26980,20825.9082,7325850
14/11/2012,27140,27140,26920,27100,20918.53516,10436000
15/11/2012,26700,26760,26520,26620,20548.02344,9959100
16/11/2012,26440,26520,26020,26140,20177.51172,12172550
19/11/2012,26300,26840,26260,26640,20563.46094,10137500
20/11/2012,27060,27300,26920,27280,21057.47656,13420300
21/11/2012,27520,27940,27440,27680,21366.23828,17780400
22/11/2012,27880,28380,27820,28340,21875.69141,14930950
23/11/2012,28440,28840,28340,28740,22184.45508,12322050
26/11/2012,28840,28860,27980,28080,21675.00391,13749850
27/11/2012,28100,28560,28080,28320,21860.25195,11836200
28/11/2012,28000,28760,27920,28260,21813.94141,14055800
29/11/2012,28040,28440,28040,28280,21829.37305,13073300
30/11/2012,28460,28500,27980,28120,21705.87891,16427600
03/12/2012,28400,28720,28160,28600,22076.38672,10220850
04/12/2012,28640,28680,28400,28600,22076.38672,9504900
05/12/2012,28600,29100,28540,29100,22462.33594,12436400
06/12/2012,29360,29420,28680,29080,22446.90625,14248700
07/12/2012,29000,29960,29000,29600,22848.29297,15882450
10/12/2012,30120,30120,29700,29820,23018.10742,13056100
11/12/2012,29960,29960,29380,29520,22786.53516,12657350
12/12/2012,29460,29920,29460,29800,23002.66992,15244450
13/12/2012,30000,30660,29860,30660,23666.50977,30680500
14/12/2012,30320,30720,30160,30300,23388.62109,13905250
17/12/2012,30020,30480,29940,30060,23203.35938,15511100
18/12/2012,30000,30320,29900,30300,23388.62109,13538450
20/12/2012,30300,30580,29900,30060,23203.35938,20128500
21/12/2012,29860,29920,28800,28840,22261.63867,27576200
24/12/2012,28960,29520,28840,29480,22755.66211,14488550
26/12/2012,29600,30060,29400,29400,22693.91016,14038700
27/12/2012,29400,30000,29400,29920,23213.73633,9143900
28/12/2012,29760,30600,29740,30440,23617.18164,10562750
02/01/2013,30660,31520,30540,31520,24455.11914,11449650
03/01/2013,31640,31680,30860,30860,23943.04688,14227400
04/01/2013,30800,30840,30200,30500,23663.73242,12999800
07/01/2013,30300,30560,30000,30400,23586.14844,12610950
08/01/2013,30260,30340,29960,30000,23275.80469,13822250
09/01/2013,30000,30260,29820,30000,23275.80469,12659950
10/01/2013,30300,30680,30000,30600,23741.31641,14663600
11/01/2013,30960,30960,30140,30660,23787.87695,11913550
14/01/2013,30780,31040,30560,31040,24082.70313,7999950
15/01/2013,31200,31200,30240,30240,23462.00977,10727150
16/01/2013,30280,30520,29660,29840,23151.66797,16221000
17/01/2013,30040,30040,29000,29380,22794.76953,20236700
18/01/2013,29600,29740,29100,29600,22965.46289,12516600
21/01/2013,29280,29500,28960,29080,22562.01758,14519650
22/01/2013,28900,29740,28900,29600,22965.46289,11947400
23/01/2013,30000,30040,29460,29460,22856.83789,9293550
24/01/2013,29360,29380,28820,29060,22546.49609,15999050
25/01/2013,29200,29220,28100,28340,21987.875,21795250
28/01/2013,27920,28020,27420,27440,21289.60547,30852150
29/01/2013,27800,28360,27600,28180,21863.73438,21616550
30/01/2013,28520,28800,28240,28800,22344.77148,16170100
31/01/2013,28600,28960,28440,28960,22468.91211,16052800
01/02/2013,29200,29200,28440,28820,22360.29102,11576200
04/02/2013,29000,29060,28340,28740,22298.22266,12861900
05/02/2013,28300,28860,28280,28700,22267.18359,11388100
06/02/2013,28800,28860,28540,28540,22143.04688,6897150
07/02/2013,28780,28780,28400,28400,22034.42773,9721100
08/02/2013,28360,29400,28300,29240,22686.14844,13423850
12/02/2013,29680,29680,29180,29360,22779.25,8419750
13/02/2013,29480,29780,29120,29740,23074.08594,9209050
14/02/2013,29800,29880,29540,29800,23120.63281,7534100
15/02/2013,29800,29960,29540,29960,23244.77344,7599950
18/02/2013,29800,30020,29620,29800,23120.63281,7109950
19/02/2013,29600,29980,29580,29840,23151.66797,6132250
20/02/2013,30040,30900,29940,30900,23974.07813,18039350
21/02/2013,30800,31160,30700,31000,24051.66406,13123650
22/02/2013,30600,30960,30400,30600,23741.31641,13852650
25/02/2013,30980,30980,30600,30600,23741.31641,8897550
26/02/2013,30300,30760,30160,30540,23694.76758,9244750
27/02/2013,31180,31180,30380,30540,23694.76758,8938200
28/02/2013,30600,31080,30600,30880,23958.56641,12784200
04/03/2013,31260,31260,30600,30780,23880.97656,13276850
05/03/2013,31120,31280,30960,31000,24051.66406,9294600
06/03/2013,31440,31500,30940,31200,24206.83398,10148650
07/03/2013,30960,31000,30240,30400,23586.14844,13482700
08/03/2013,30300,30340,29780,29980,23260.29297,18941000
11/03/2013,29860,30240,29700,30160,23399.94141,13748250
12/03/2013,30080,30240,29800,29880,23182.69531,8746550
13/03/2013,30120,30580,30020,30540,23694.76758,11303550
14/03/2013,30560,30680,29980,30400,23586.14844,12557800
15/03/2013,30580,30580,29600,29600,22965.46289,36618350
18/03/2013,29200,29200,28680,28900,22422.35352,26439550
19/03/2013,29000,29840,28960,29500,22887.87305,13977100
20/03/2013,29200,29700,29120,29200,22655.12109,13515750
21/03/2013,29220,29480,29120,29140,22608.5625,11768550
22/03/2013,29160,29360,29040,29100,22577.52734,10687100
25/03/2013,29600,29900,29400,29900,23198.21875,10272050
26/03/2013,29900,30440,29820,30180,23415.45508,16830000
27/03/2013,30300,30320,29740,30080,23337.87305,12881400
28/03/2013,30060,30200,29940,30200,23430.97852,7989600
29/03/2013,30480,30640,30340,30540,23694.76758,9533700
01/04/2013,30700,30700,30240,30240,23462.00977,5295500
02/04/2013,30200,30640,30200,30500,23663.73242,8574850
03/04/2013,30520,30560,30180,30420,23601.66406,10882700
04/04/2013,30340,30380,29980,30120,23368.91016,10700450
05/04/2013,30100,30320,29860,30100,23353.39063,14977350
08/04/2013,30100,30620,29940,30400,23586.14844,12959500
09/04/2013,30540,30600,30200,30560,23710.28516,9244000
10/04/2013,30800,30800,30260,30420,23601.66406,11779700
11/04/2013,30420,30800,30360,30800,23896.48828,11291500
12/04/2013,30800,31000,30260,30340,23539.59375,10744050
15/04/2013,30060,30700,30060,30460,23632.70117,10767300
16/04/2013,30100,30640,30020,30560,23710.28516,18551850
17/04/2013,31320,31320,30280,30360,23555.11328,10491100
18/04/2013,30400,30440,29620,29660,23012.01367,13358400
19/04/2013,29300,29840,29100,29500,22887.87305,15704000
22/04/2013,29800,30060,29300,30060,23322.34961,9335850
23/04/2013,30000,30060,29480,29660,23012.01367,8864850
24/04/2013,29700,29880,29480,29720,23058.56836,10086550
25/04/2013,29400,29880,29400,29880,23182.69531,10463900
26/04/2013,29900,29940,29440,29720,23058.56836,11651600
29/04/2013,29820,29840,29500,29620,22980.98047,8500150
30/04/2013,29800,30600,29760,30400,23586.14844,18705000
02/05/2013,30520,30640,30340,30560,23710.28516,10048950
03/05/2013,30700,30740,30420,30700,23818.90625,6559050
06/05/2013,30800,30800,30240,30280,23493.04492,8654300
07/05/2013,30160,30160,29820,29860,23167.18945,11434500
08/05/2013,29860,29960,29580,29760,23089.5957,14921950
09/05/2013,29800,30400,29780,30300,23508.5625,10806150
10/05/2013,30280,30280,29520,29520,22903.39063,11794850
13/05/2013,29420,29600,29240,29540,22918.91211,8750100
14/05/2013,29740,30000,29660,30000,23275.80469,9002650
15/05/2013,29700,30000,29680,30000,23275.80469,10594800
16/05/2013,30020,30280,30000,30160,23399.94141,14657550
20/05/2013,30040,30240,29920,29940,23229.25586,12288850
21/05/2013,30200,30200,29700,29840,23151.66797,11600400
22/05/2013,30080,30200,29820,30180,23415.45508,9923100
23/05/2013,29840,30040,29680,29680,23027.52734,11994150
24/05/2013,29740,29880,29440,29720,23058.56836,10190600
27/05/2013,29800,29980,29740,29780,23105.11133,6146400
28/05/2013,29620,29920,29620,29680,23027.52734,11588050
29/05/2013,29680,30460,29660,30240,23462.00977,14760550
30/05/2013,30360,30980,30240,30880,23958.56641,22778000
31/05/2013,30920,31180,30740,30760,23865.46094,18025050
03/06/2013,30720,31180,30560,30640,23772.35352,10309450
04/06/2013,30660,30840,30420,30800,23896.48828,8496600
05/06/2013,30980,31060,30420,30420,23601.66406,13590650
07/06/2013,29500,29700,28480,28540,22143.04688,54290800
10/06/2013,28400,28860,28280,28500,22112.01758,26677700
11/06/2013,28220,28380,27560,27780,21553.39648,34613000
12/06/2013,27560,28060,27240,27700,21491.32813,22887650
13/06/2013,27600,27940,27140,27140,21056.8418,33509850
14/06/2013,27300,27540,27140,27380,21243.05078,17558350
17/06/2013,27400,27560,27300,27320,21196.5,11758450
18/06/2013,27360,27740,27200,27740,21522.35742,11043050
19/06/2013,27640,27700,27280,27380,21243.05078,10270250
20/06/2013,26860,26960,26520,26580,20622.36133,17817950
21/06/2013,25880,26660,25800,26500,20560.29297,27677800
24/06/2013,27000,27000,26260,26260,20374.08594,15847900
25/06/2013,26020,26360,25760,25940,20125.8125,20774950
26/06/2013,26020,26100,24900,25220,19567.19727,31751200
27/06/2013,25900,26880,25720,26780,20785.77539,25756150
28/06/2013,27000,27000,26580,26840,20832.34961,20961250
01/07/2013,26680,26920,26440,26520,20583.9707,12825950
02/07/2013,26800,27040,26600,26700,20723.68164,10214450
03/07/2013,26680,26780,25900,26020,20195.88477,12822050
04/07/2013,26040,26340,25920,26340,20444.26367,9042650
05/07/2013,25720,26300,25200,25340,19668.08594,30382800
08/07/2013,25000,25160,24180,24520,19031.63281,26480150
09/07/2013,24600,25000,24580,24740,19202.39453,19694950
10/07/2013,24900,25040,24740,24960,19373.15234,17305650
11/07/2013,25020,26240,25020,26240,20366.64453,20788350
12/07/2013,26400,26480,26020,26240,20366.64453,11391300
15/07/2013,26300,26380,25700,26260,20382.16797,9629600
16/07/2013,26360,26420,25800,25960,20149.3125,9300950
17/07/2013,26020,26600,25720,26400,20490.83398,12302300
18/07/2013,26500,26500,25840,25840,20056.18164,15704200
19/07/2013,25760,25900,25280,25460,19761.23047,16271300
22/07/2013,25600,25780,25300,25460,19761.23047,10351150
23/07/2013,25460,26140,25440,26140,20289.0293,11948900
24/07/2013,26140,26340,25900,26300,20413.2168,8772650
25/07/2013,26340,26440,26160,26300,20413.2168,8495650
26/07/2013,26280,26380,25980,26060,20226.93359,13619550
29/07/2013,25820,26000,25580,25660,19916.4668,11821850
30/07/2013,25540,25900,25540,25800,20025.12891,9425350
31/07/2013,25600,25800,25580,25600,19869.89844,12735500
01/08/2013,25700,25760,25480,25600,19869.89844,9058900
02/08/2013,25860,26000,25640,25720,19963.04102,11241350
05/08/2013,25660,25660,25480,25480,19776.75977,8079850
06/08/2013,24900,25440,24900,25080,19466.29297,14493700
07/08/2013,24740,24800,24440,24440,18969.54492,15778100
08/08/2013,24260,24700,24260,24340,18891.92773,17910800
09/08/2013,24580,24820,24400,24600,19093.73047,12080200
12/08/2013,24600,24960,24500,24640,19124.77734,10140600
13/08/2013,24880,25800,24840,25800,20025.12891,20929450
14/08/2013,25780,26000,25700,26000,20180.36719,13005100
16/08/2013,25720,26020,25640,25900,20102.74609,11416600
19/08/2013,25720,25920,25600,25720,19963.04102,6499850
20/08/2013,25920,26100,25380,25380,19699.14258,14230950
21/08/2013,25300,25640,25120,25120,19497.3418,12346050
22/08/2013,25000,25340,24900,25100,19481.81641,11984850
23/08/2013,25600,26000,25420,25900,20102.74609,17203400
26/08/2013,26020,26100,25920,26000,20180.36719,11519650
27/08/2013,26140,26180,25900,26080,20242.45508,9130800
28/08/2013,25680,26200,25680,26180,20320.08008,9492550
29/08/2013,26340,26960,26280,26880,20863.39844,16315000
30/08/2013,27200,27360,27020,27360,21235.95508,17135800
02/09/2013,27360,27420,27000,27020,20972.05664,10081600
03/09/2013,27280,27280,26520,26740,20754.73242,11798500
04/09/2013,26600,27080,26420,26800,20801.29883,10920050
05/09/2013,27400,27420,27160,27300,21189.38281,15100100
06/09/2013,27400,27500,27160,27380,21251.47656,11937950
09/09/2013,27420,27500,27260,27460,21313.57031,9291550
10/09/2013,27380,27920,27360,27920,21670.60547,14717650
11/09/2013,27960,28040,27700,28040,21763.74805,13353000
12/09/2013,28100,28480,27900,28200,21887.93164,21805400
13/09/2013,28180,28200,27920,28120,21825.84375,12281500
16/09/2013,28460,28500,28220,28500,22120.78516,11710700
17/09/2013,28400,28400,27620,27720,21515.37305,17181350
23/09/2013,27300,27620,27060,27200,21111.76563,24362900
24/09/2013,26840,27580,26760,27460,21313.57031,15138900
25/09/2013,27340,27480,27020,27280,21173.85742,11176450
26/09/2013,27280,27440,27120,27440,21298.04883,10374700
27/09/2013,27500,27540,27260,27320,21204.9082,11613250
30/09/2013,27320,27640,27200,27340,21220.43164,11650900
01/10/2013,27600,27660,27200,27640,21453.28125,9773150
02/10/2013,27960,28500,27800,28360,22012.11719,17586350
04/10/2013,28760,28840,28280,28360,22012.11719,15753700
07/10/2013,28740,28740,28500,28720,22291.54102,10228250
08/10/2013,28340,28660,28340,28600,22198.40039,10546000
10/10/2013,28420,28640,28420,28600,22198.40039,13819000
11/10/2013,28800,28940,28720,28860,22400.20117,11254150
14/10/2013,28960,28980,28760,28760,22322.58789,7373700
15/10/2013,29000,29140,28900,29140,22617.5293,10023650
16/10/2013,29380,29380,28900,29000,22508.86914,8010600
17/10/2013,29200,29360,29080,29260,22710.67578,9099350
18/10/2013,29440,29500,29260,29440,22850.37891,7852150
21/10/2013,29500,29780,29080,29280,22726.19336,7126050
22/10/2013,29200,29200,28680,29100,22586.48828,12353250
23/10/2013,29280,29280,28720,28840,22384.68164,8598450
24/10/2013,28620,28980,28580,28980,22493.34766,8915650
25/10/2013,29000,29040,28660,28980,22493.34766,6735300
28/10/2013,29300,29700,29160,29640,23005.61523,11307700
29/10/2013,29800,29800,29560,29800,23129.80078,10334900
30/10/2013,29700,30000,29680,30000,23285.03711,10588400
31/10/2013,29960,30040,29300,29300,22741.71875,12647050
01/11/2013,29800,30000,29360,30000,23285.03711,11357700
04/11/2013,29840,30040,29780,29980,23269.51563,10887800
05/11/2013,30040,30040,29440,29700,23052.18555,8009300
06/11/2013,29960,29960,28980,29020,22524.39258,12218400
07/11/2013,29020,29080,28500,28740,22307.06641,13006800
08/11/2013,28220,28560,28140,28200,21887.93164,13681350
11/11/2013,28500,28680,28180,28560,22167.35742,8563850
12/11/2013,28800,29320,28720,29120,22602.00781,9784900
13/11/2013,28900,28980,28380,28380,22027.65039,9995200
14/11/2013,29100,29100,28480,28480,22105.25977,10132150
15/11/2013,28680,29240,28640,29240,22695.15234,8339250
18/11/2013,29400,29520,29300,29480,22881.42773,6386800
19/11/2013,29660,29780,29540,29780,23114.2793,8183550
20/11/2013,29460,29740,29280,29400,22819.33789,8178150
21/11/2013,29440,29440,28640,28800,22353.63477,9019800
22/11/2013,28820,29120,28620,29000,22508.86914,8574600
25/11/2013,29020,29440,29020,29300,22741.71875,6615300
26/11/2013,29160,29580,29100,29580,22959.04102,8586250
27/11/2013,29340,29520,29200,29400,22819.33789,9351700
28/11/2013,29600,29880,29580,29880,23191.89453,10644900
29/11/2013,29980,29980,29700,29880,23191.89453,6752200
02/12/2013,30000,30060,29340,29340,22772.76172,7487800
03/12/2013,29280,29560,29140,29220,22679.62109,7798600
04/12/2013,29000,29060,28620,28640,22229.44141,10844000
05/12/2013,28660,28920,28440,28800,22353.63477,10479650
06/12/2013,29080,29080,28560,28560,22167.35742,9147450
09/12/2013,28800,29080,28800,29080,22570.96289,6996900
10/12/2013,28820,29020,28620,28800,22353.63477,7755600
11/12/2013,28520,28880,28320,28400,22043.17188,10629150
12/12/2013,27920,28200,27920,28200,21887.93164,14962050
13/12/2013,28200,28220,27800,27800,21577.46484,10053250
16/12/2013,27820,28080,27660,28000,21732.70313,8954400
17/12/2013,28340,28340,27860,27900,21655.08594,7762400
18/12/2013,28100,28200,27880,28020,21748.2207,10899200
19/12/2013,28360,28680,28360,28540,22151.83203,10552400
20/12/2013,28260,28540,28260,28540,22151.83203,8407400
23/12/2013,28740,28760,28580,28660,22244.97656,10639200
24/12/2013,28600,28640,28300,28300,21965.55469,10980350
26/12/2013,28160,28300,28020,28160,21856.88477,12307800
27/12/2013,28200,28220,27900,27920,21885.10742,10510000
30/12/2013,27920,27940,27200,27440,21508.85742,16908100
02/01/2014,26960,27100,26040,26180,20521.20898,31025000
03/01/2014,26000,26220,25740,25920,20317.4082,26496600
06/01/2014,26060,26400,25920,26140,20489.85352,19735800
07/01/2014,26000,26360,25900,26080,20442.82031,19763200
08/01/2014,26000,26080,25740,25820,20239.02148,20474650
09/01/2014,26140,26140,25500,25500,19988.1875,21250950
10/01/2014,25500,25720,25440,25440,19941.1582,18189150
13/01/2014,25660,25940,25460,25900,20301.72656,16449350
14/01/2014,25940,26600,25800,26260,20583.91016,14716650
15/01/2014,26600,26620,25960,25980,20364.44141,11747450
16/01/2014,26000,26200,25860,26020,20395.78906,9752450
17/01/2014,26020,26300,25840,25840,20254.70117,12774250
20/01/2014,26100,26380,25920,26320,20630.94336,8682800
21/01/2014,26300,26540,26220,26480,20756.35938,7562300
22/01/2014,26280,26560,26240,26560,20819.07031,10826500
23/01/2014,26320,26440,25980,25980,20364.44141,10336950
24/01/2014,26000,26360,25820,26140,20489.85352,14001750
27/01/2014,25860,26080,25700,25840,20254.70117,13346300
28/01/2014,25460,25860,25460,25660,20113.60547,11701350
29/01/2014,25600,25760,25540,25600,20066.57813,19181850
03/02/2014,25720,25760,25420,25440,19941.1582,16259200
04/02/2014,25260,25260,24980,24980,19580.58008,16033000
05/02/2014,24900,25100,24680,24740,19392.46289,14926650
06/02/2014,24900,25340,24800,25180,19737.35938,15197450
07/02/2014,25500,25580,25260,25500,19988.1875,9943600
10/02/2014,25420,25620,25240,25540,20019.53906,7799650
11/02/2014,25620,26300,25440,26220,20552.56641,12684000
12/02/2014,26620,26620,26100,26140,20489.85352,10027400
13/02/2014,26000,26400,25800,25960,20348.75781,5838450
14/02/2014,25920,26160,25840,26020,20395.78906,6220750
17/02/2014,25840,26120,25600,25700,20144.95898,9386650
18/02/2014,25700,25980,25640,25900,20301.72656,5910650
19/02/2014,26000,26000,25600,25800,20223.34375,6179750
20/02/2014,25800,25920,25620,25720,20160.63477,9543300
21/02/2014,26660,26660,26000,26600,20850.41797,14346200
24/02/2014,26680,26900,26420,26560,20819.07031,7425050
25/02/2014,26640,26800,26520,26680,20913.12695,8785300
26/02/2014,26740,26860,26500,26840,21038.54688,12918050
27/02/2014,26700,26840,26600,26820,21022.87109,7891350
28/02/2014,26740,26980,26640,26980,21148.29102,14232350
03/03/2014,26720,26800,26420,26500,20772.03711,12104150
04/03/2014,26400,26580,26300,26300,20615.26563,7900150
05/03/2014,26700,26820,26600,26600,20850.41797,7491500
06/03/2014,26580,26580,26200,26520,20787.71289,8616750
07/03/2014,26780,26780,26580,26780,20991.51953,7548650
10/03/2014,26400,26600,26340,26400,20693.6543,8657600
11/03/2014,26400,26540,26180,26440,20725.00977,9079800
12/03/2014,26400,26400,25860,25880,20286.05273,12579250
13/03/2014,25880,26260,25800,25800,20223.34375,11750200
14/03/2014,25400,25700,25400,25500,19988.1875,10836800
17/03/2014,25500,25520,25160,25320,19847.09961,8820000
18/03/2014,25400,25660,25320,25560,20035.21484,11045600
19/03/2014,25600,25700,25360,25380,19894.125,7638550
